file	card_id	name	faction	ev	textA	textB	gt_from_filename	werA	werB	cerA	cerB	agree	non_speech	needs_review
VO_UM_Calgar_intro.ogg	UM1	Marneus Calgar	Ultramarines	intro	Warriors of Ultramar, Courage and Honor!	Warriors of Ultramar, courage and honor!						case-punct-only		
VO_UM_Calgar_mirror.ogg	UM1	Marneus Calgar	Ultramarines	mirror	For Ultramar!	FOR ULTRUMMER!						content-word		1
VO_UM_Calgar_threat.ogg	UM1	Marneus Calgar	Ultramarines	threat	Nothing shall stay awroth!	Nothing shall stay our wrath!						content-word		1
VO_UM_Calgar_vsAgemman.ogg	UM1	Marneus Calgar	Ultramarines	vsagemman	Fight well, Severus.	Fight well, Severus.						exact		
VO_UM_Calgar_vsGhazghkull.ogg	UM1	Marneus Calgar	Ultramarines	vsghazghkull	Today we triumph over the Greenskins once more, brothers!	Today we triumph over the Greenskins once more, brothers!						exact		
VO_UM_Calgar_vsMkar.ogg	UM1	Marneus Calgar	Ultramarines	vsmkar	And why would I, when I wish to destroy you?	And why would I, when I wish to destroy you?						exact		
VO_UM_Calgar_vsTyranids.ogg	UM1	Marneus Calgar	Ultramarines	vstyranids	Right here and now, the fate of humanity is in our hands.	Right here and now, the fate of humanity is in our hands.						exact		
VO_UM_Calgar_vsUrielVentris.ogg	UM1	Marneus Calgar	Ultramarines	vsurielventris	The fourth company is in your hands, brother Captain Ventress.	The fourth company is in your hands, brother Captain Ventress.						exact		
VO_UM_Calgar_vsVarro.ogg	UM1	Marneus Calgar	Ultramarines	vsvarro	Tell me, Varro, what do you see?	Tell me, Varro, what do you see?						exact		
VO_UM_Calgar_wp.ogg	UM1	Marneus Calgar	Ultramarines	wp	Feminable, but no match for the Emperor's finest.	Formidable, but no match for the Emperor's finest.						content-word		1
VO_UM_Cato Sicarius - Let none stay our wrath.ogg	UM44	Captain Sicarius	Ultramarines	line	Let none stay a-wrath.	Let none stay a-wrath!	Let none stay our wrath	0.200		0.158		case-punct-only		
VO_UM_Chairon (with Gadriel in play) - We shall thin their numbers today, brother.ogg	UM_Chairon	Chairon	Ultramarines	line	We shall thin their numbers today, brother.	We shall thin their numbers today, brother.	We shall thin their numbers today, brother	0.000		0.000		exact		
VO_UM_Chairon - I will make them suffer now.ogg	UM_Chairon	Chairon	Ultramarines	line	I will make them suffer now.	I will make them suffer now.	I will make them suffer now	0.000		0.000		exact		
VO_UM_Chaplain Cassius - At our backs stand the whole of the Imperium.wav	UM84	Chaplain Cassius	Ultramarines	line	At our backs stands the whole of the Imperium.	At our backs stands the whole of the Imperium.	At our backs stand the whole of the Imperium	0.111		0.028		exact		
VO_UM_Chaplain Letharius_attack.ogg	UM65	Chaplain Letharius	Ultramarines	attack	URGH!	RAAAGH!						content-word		1
VO_UM_Chaplain Letharius_cantDo.ogg	UM65	Chaplain Letharius	Ultramarines	cantdo	The Codex forbids this!	The Codex forbids this!						exact		
VO_UM_Chaplain Letharius_concede.ogg	UM65	Chaplain Letharius	Ultramarines	concede	A reckoning shall come!	A reckoning shall come!						exact		
VO_UM_Chaplain Letharius_death.ogg	UM65	Chaplain Letharius	Ultramarines	death	Arggghhh!	Ah!						content-word		1
VO_UM_Chaplain Letharius_gen1.ogg	UM65	Chaplain Letharius	Ultramarines	gen1	May his light guide us to victory!	May his light guide us to victory!						exact		
VO_UM_Chaplain Letharius_gen2.ogg	UM65	Chaplain Letharius	Ultramarines	gen2	Master, let your zeal drive you forward!	Faster! Let your zeal drive you forward!						content-word		1
VO_UM_Chaplain Letharius_gen3.ogg	UM65	Chaplain Letharius	Ultramarines	gen3	We ride with courage and honor!	We ride with courage and honor!						exact		
VO_UM_Chaplain Letharius_gen4.ogg	UM65	Chaplain Letharius	Ultramarines	gen4	You are DEFEATED!	You are defeated!						case-punct-only		
VO_UM_Chaplain Letharius_gen5.ogg	UM65	Chaplain Letharius	Ultramarines	gen5	I am his judgment, the crowsiest, his sentence!	I am his judgment. The crows is his sentence.						content-word		1
VO_UM_Chaplain Letharius_gen6.ogg	UM65	Chaplain Letharius	Ultramarines	gen6	Let your zeal fuel you, FORGIVEMAN!	Let your zeal fuel you! Forgive him, man!						content-word		1
VO_UM_Chaplain Letharius_gen7.ogg	UM65	Chaplain Letharius	Ultramarines	gen7	The Emperor's wrath is swift and unrelenting!	The Emperor's wrath is swift and unrelenting!						exact		
VO_UM_Chaplain Letharius_greet.ogg	UM65	Chaplain Letharius	Ultramarines	greet	So comes the time of righteous purging!	So comes the time of righteous purging.						case-punct-only		
VO_UM_Chaplain Letharius_hurry.ogg	UM65	Chaplain Letharius	Ultramarines	hurry	We must move faster!	We must move faster!						exact		
VO_UM_Chaplain Letharius_intro.ogg	UM65	Chaplain Letharius	Ultramarines	intro	Forward brothers!  Today, we...	Forward, brothers! Today, we deliver the Emperor's wrath!						content-word		1
VO_UM_Chaplain Letharius_mirror.ogg	UM65	Chaplain Letharius	Ultramarines	mirror	Let the enemy quake beneath our treads!	Let the enemy quake beneath our treads!						exact		
VO_UM_Chaplain Letharius_threat.ogg	UM65	Chaplain Letharius	Ultramarines	threat	No one outruns the Emperor's judgment!	No one outruns the Emperor's judgment!						exact		
VO_UM_Chaplain Letharius_vsGhallaron.ogg	UM65	Chaplain Letharius	Ultramarines	vsghallaron	Your accursed existence will come to an end.  I will make sure of it.	Your accursed existence will come to an end. I will make sure of it.						case-punct-only		
VO_UM_Chaplain Letharius_vsVanderghast.ogg	UM65	Chaplain Letharius	Ultramarines	vsvanderghast	Rejoice! For today, we cleanse the skies of these foul creatures.	Rejoice! For today, we cleanse the skies of these foul creatures!						case-punct-only		
VO_UM_Chaplain Letharius_vsVentris.ogg	UM65	Chaplain Letharius	Ultramarines	vsventris	You failed to heed the Codex once. How soon will history repeat itself?	You failed to heed the Codex once. How soon will history repeat itself?						exact		
VO_UM_Chaplain Letharius_wp.ogg	UM65	Chaplain Letharius	Ultramarines	wp	Set aside your arrogance, it will but hasten your downfall.	Set aside your arrogance. It will but hasten your downfall.						case-punct-only		
VO_UM_Chapter Champion - I am Guilliman's blade!.wav	UM78	Chapter Champion	Ultramarines	line	I am Kiliman's Blade!	I am Guillemin's blade!	I am Guilliman's blade!	0.250		0.167		content-word		1
VO_UM_Company Ancient - For the Chapter and Lord Guilliman.ogg	UM35	Company Ancient	Ultramarines	line	For the chapter and Lord Gilliman.	For the chapter and Lord Gilliman!	For the Chapter and Lord Guilliman	0.167		0.034		case-punct-only		
VO_UM_Desolation Marine - Enemy located Leave no trace of them.ogg	UM_Desolation_Marine	Desolation Marine	Ultramarines	line	Enemy located. Leave no trace of them.	Enemy located. Leave no trace of them.	Enemy located Leave no trace of them	0.000		0.000		exact		
VO_UM_Devastator Centurion - We march for Macragge.ogg	UM39	Devastator Centurion	Ultramarines	line	We march for McCrug!	We march for McCrag!	We march for Macragge	0.250		0.222		content-word		1
VO_UM_Devastator Marine - Keep firing! Sustained volley!.wav	UM39	Devastator Centurion	Ultramarines	line	Keep firing! Sustained volley!	Keep firing! Sustained volley!	Keep firing! Sustained volley!	0.000		0.000		exact		
VO_UM_Dreadnought - Face the consequences of your existence.wav	UM86	Dreadnought	Ultramarines	line	Face the consequences of your existence.	Face the consequences of your existence.	Face the consequences of your existence	0.000		0.000		exact		
VO_UM_Eliminator - Target acquired Your fate is sealed.ogg	UM17	Eliminator	Ultramarines	line	Target acquired. Your fate is sealed.	Target acquired. Your fate is sealed.	Target acquired Your fate is sealed	0.000		0.000		exact		
VO_UM_Eliminator Sergeant - None will escape under my watch.ogg	UM17	Eliminator	Ultramarines	line	None will escape under my watch.	None will escape under my watch.	None will escape under my watch	0.000		0.000		exact		
VO_UM_Epistolary Librarian - Knowledge is my blade wisdom my bullet.ogg	UM40	Epistolary Librarian	Ultramarines	line	Knowledge is my blade. Wisdom my bullet.	Knowledge is my blade. Wisdom my bullet.	Knowledge is my blade wisdom my bullet	0.000		0.000		exact		
VO_UM_Eradicator - We bring the fires of retribution Burn them down!.ogg	UM_Primaris_Eradicator	Primaris Eradicator	Ultramarines	line	We bring the fires of retribution. Burn them down!	We bring the fires of retribution. Burn them down!	We bring the fires of retribution Burn them down!	0.000		0.000		exact		
VO_UM_Ferren Areios - Pride outlives the prideful I make sure of it.wav	UM89	Ferren Areios	Ultramarines	line	Pride outlives the prideful, I make sure of it.	Pride outlives the prideful. I make sure of it.	Pride outlives the prideful I make sure of it	0.000		0.000		case-punct-only		
VO_UM_Firstborn - We are the sons of Guilliman.ogg	UM13	Firstborn	Ultramarines	line	We are the sons of Geliman!	We are the sons of Gelliman.	We are the sons of Guilliman	0.167		0.130		content-word		1
VO_UM_Guilliman_Backup1.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup1	I will not walk a forbidden path.	I will not walk a forbidden path.						exact		
VO_UM_Guilliman_Backup10.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup10	How can anyone say they are strong if they have never been tested?	How can anyone say they are strong if they have never been tested?						exact		
VO_UM_Guilliman_Backup11.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup11	I am the Emperor's Voice, not his puppet.	I am the Emperor's voice, not his puppet.						case-punct-only		
VO_UM_Guilliman_Backup12.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup12	Heresy is not to be reasoned with, it is to be exterminated.	Heresy is not to be reasoned with, it is to be exterminated.						exact		
VO_UM_Guilliman_Backup2.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup2	Survival is not enough, mere survival means decline.	Survival is not enough. Mere survival means decline.						case-punct-only		
VO_UM_Guilliman_Backup3.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup3	You face zeal forged through millennia.	You face zeal forged through millennia.						exact		
VO_UM_Guilliman_Backup4.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup4	Action without reason begets doom.	Action without reason begets doom.						exact		
VO_UM_Guilliman_Backup5.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup5	This is no longer war, this is a crusade to cleanse the stars.	This is no longer war. This is a crusade to cleanse the stars.						case-punct-only		
VO_UM_Guilliman_Backup6.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup6	The Imperium stands by will and resolve.	The Imperium stands by will and resolve.						exact		
VO_UM_Guilliman_Backup7.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup7	The past is dead, the present nearly so, only in the future is there life.	The past is dead, the present nearly so. Only in the future is their life.						content-word		1
VO_UM_Guilliman_Backup8.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup8	We are but pieces on the board of eternity.	We are but pieces on the board of eternity.						exact		
VO_UM_Guilliman_Backup9.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup9	We constantly battle the sins of those who have come before.	We constantly battle the sins of those who have come before.						exact		
VO_UM_Guilliman_attack.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	attack	BAAAARGH!	HA!						content-word		1
VO_UM_Guilliman_cantDo.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	cantdo	I will not compromise the codex.	I will not compromise the codex.						exact		
VO_UM_Guilliman_concede.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	concede	Is this what you wanted from me, father?	Is this what you wanted from me, Father?						case-punct-only		
VO_UM_Guilliman_death.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	death	MMMMMMMMMMMMMMMM	Boooooooo!						content-word		1
VO_UM_Guilliman_gen1.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen1	Pride undoes the mightiest.	Pride undoes the mightiest.						exact		
VO_UM_Guilliman_gen2.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen2	Only by reason can shadow be banished.	Only by reason can Shadow be banished.						case-punct-only		
VO_UM_Guilliman_gen3.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen3	Rise for Ultramar, rise for Terra and the Imperium.	Rise for Ultima, rise for Terra and the Imperium.						content-word		1
VO_UM_Guilliman_gen4.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen4	We are all bound by courage and honour.	We are all bound by courage and honor.						content-word		1
VO_UM_Guilliman_gen5.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen5	An outcome is forged by will, not fortune.	An outcome is forged by will, not fortune.						exact		
VO_UM_Guilliman_gen6.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen6	I will not mourn the Imperium again.	I will not mourn the Imperium again.						exact		
VO_UM_Guilliman_gen7.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen7	Keep your eyes forward, look at what is to come.	Keep your eyes forward. Look at what is to come.						case-punct-only		
VO_UM_Guilliman_greet.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	greet	Whether you see a new dawn is no longer your decision.	Whether you see a new dawn is no longer your decision.						exact		
VO_UM_Guilliman_hurry.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	hurry	I am no slave to impulse nor to stagnancy.	I am no slave to impulse nor to stagnancy.						exact		
VO_UM_Guilliman_intro.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	intro	Enough blood has been shed in my name, it's time I honor it.	Enough blood has been shed in my name. It's time I honor it.						case-punct-only		
VO_UM_Guilliman_mirror.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	mirror	Every sacrifice, every decree, all for one more beat of the Imperium's heart.	Every sacrifice, every decree, all for one more beat of the Imperium's heart.						exact		
VO_UM_Guilliman_threat.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	threat	Mercy is a luxury the Imperium can no longer afford.	Mercy is a luxury the Imperium can no longer afford.						exact		
VO_UM_Guilliman_vsAbaddon.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	vsabaddon	You are nothing but my brother's shadow and deserve his same fate.	You are nothing but my brother's shadow and deserve his same fate.						exact		
VO_UM_Guilliman_vsFulgrim.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	vsfulgrim	Honor demands I slay you.	Honor demands I slay you.						exact		
VO_UM_Guilliman_vsLion.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	vslion	We can ill afford division, not between us, not now.	We can ill afford division, not between us, not now.						exact		
VO_UM_Guilliman_vsLucius.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	vslucius	The shortcomings of old will haunt us no longer.	The shortcomings of old will haunt us no longer.						exact		
VO_UM_Guilliman_vsMortarion.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	vsmortarion	You are a traitor. You have brought low all that could have been.	You are a traitor. You have brought low all that could have been.						exact		
VO_UM_Guilliman_vsMorven.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	vsmorven	Belief alone will not save us.	Belief alone will not save us.						exact		
VO_UM_Guilliman_vsTyranid.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	vstyranid	Your founders shall soon be but a memory.	Your foulness shall soon be but a memory.						content-word		1
VO_UM_Guilliman_vsUM.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	vsum	Let me witness my Scion's deeds first hand.	Let me witness my Scion's deeds firsthand.						content-word		1
VO_UM_Guilliman_vsUriel.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	vsuriel	I'm glad to see you survive the Rubicon primers.	I'm glad to see you survive the Rubicon Primaris.						content-word		1
VO_UM_Guilliman_wp.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	wp	It seems you have a grasp of the practical after all.	It seems you have a grasp of the practical after all.						exact		
VO_UM_Heavy Intercessor - Stand firm, sons of Ultramar!.ogg	UM_Heavy_Intercessor	Heavy Intercessor	Ultramarines	line	Stand firm, sons of Ultramar!	Stand firm, sons of Ultramar!	Stand firm, sons of Ultramar!	0.000		0.000		exact		
VO_UM_Hellblaster Squad - The bigger they are the harder they fall.ogg	UM_Hellblaster	Hellblaster	Ultramarines	line	The bigger they are, the harder they fall.	The bigger they are, the harder they fall.	The bigger they are the harder they fall	0.000		0.000		exact		
VO_UM_Honour Guard - For courage and honour.ogg	UM_Honour_Guard	Honour Guard	Ultramarines	line	Call College and Honour!	FOR CARAGE AND HONOR!	For courage and honour	0.500		0.368		content-word		1
VO_UM_Inceptor Sergeant - Ready your jump packs we strike now.ogg	UM_Primaris_Inceptor	Primaris Inceptor	Ultramarines	line	Ready your jump packs? We strike now!	Ready your jump packs? We strike now!	Ready your jump packs we strike now	0.000		0.000		exact		
VO_UM_Incursor - Target acquired. Bring it down!.wav	UM71	Incursor	Ultramarines	line	Target acquired. Bring it down!	Targets acquired. Bring it down!	Target acquired. Bring it down!	0.000		0.000		content-word		1
VO_UM_Intercessor Sergeant - For the Emperor and the Primarch.ogg	UM12	Assault Intercessor	Ultramarines	line	For the Emperor and the Primark!	For the Emperor and the Primarch!	For the Emperor and the Primarch	0.167		0.074		content-word		1
VO_UM_Invictor Warsuit - There is nowhere we fear to tread.ogg	UM_Invictor_Warsuit	Invictor Warsuit	Ultramarines	line	There is nowhere we fear to tread!	There is nowhere we fear to tread!	There is nowhere we fear to tread	0.000		0.000		exact		
VO_UM_Land Speeder - None shall stand in our way.ogg	UM_Land_Speeder	Land Speeder	Ultramarines	line	None shall stand in our way!	None shall stand in our way!	None shall stand in our way	0.000		0.000		exact		
VO_UM_Lieutenant Calsius - Form up and advance.ogg	UM_Lieutenant_Calsius	Lieutenant Calsius	Ultramarines	line	Form up and advance!	Form up and advance.	Form up and advance	0.000		0.000		case-punct-only		
VO_UM_Octavio Infiltrator - Hold positions, we strike soon.ogg	UM10	Octavio Infiltrator	Ultramarines	line	Hold positions! We strike soon!	Hold positions! We strike soon!	Hold positions, we strike soon	0.000		0.000		exact		
VO_UM_Outrider - With all due haste.ogg	UM_Outrider	Outrider	Ultramarines	line	All due haste!	With all due haste!	With all due haste	0.250		0.267		content-word		1
VO_UM_Phobos Librarian - We are His will made manifest!.wav	UM81	Phobos Librarian	Ultramarines	line	We are his Will-Made Manifest!	We are his will made manifest!	We are His will made manifest!	0.000		0.000		case-punct-only		
VO_UM_Phobos Lieutenant - The Emperor's grace follows us.wav	UM_Phobos_Lieutenant	Phobos Lieutenant	Ultramarines	line	The Emperor's Grace Follows Us	The Emperor's grace follows us.	The Emperor's grace follows us	0.000		0.000		case-punct-only		
