keys,type,zh_CN
Companion 2: Thunderstorm,~,伴生 2：雷暴
Companion 2: Adaptive Strategy,~,伴生 2：适应性战略
Companion 2: Angel's Wrath,~,伴生 2：天使之怒
Companion 2: Angels of Death,~,伴生 2：死亡天使
Companion 2: Might of Heroes,~,伴生 2：英雄之力
Companion 2: Armoured Offensive,~,伴生 2：装甲攻势
Companion 2: Armoured Support,~,伴生 2：装甲支援
Companion 2: Author of the Codex,~,伴生 2：典籍作者
Companion 2: Avenging Zeal,~,伴生 2：复仇热忱
Companion 2: Battlefield Supremacy,~,伴生 2：战场霸权
Companion 2: Catechism of Death,~,伴生 2：死亡教义
Companion 2: Champions of Humanity,~,伴生 2：人类冠军
Companion 2: Chapter Council,~,伴生 2：战团议会
Companion 2: Codex Discipline,~,伴生 2：典籍纪律
Companion 2: Death from Above,~,伴生 2：天降死神
Companion 2: Duty's End,~,伴生 2：职责终焉
Companion 2: Exhortation of Rage,~,伴生 2：狂怒劝诫
Companion 2: Fall Back,~,伴生 2：撤退
Companion 2: Firestrike Turrets,~,伴生 2：火击炮塔
Companion 2: Forward Deployment,~,伴生 2：前出部署
Companion 2: Gather the Company,~,伴生 2：集结战团
Companion 2: Greatest Deeds,~,伴生 2：丰功伟绩
Companion 2: Hero's Respite,~,伴生 2：英雄的喘息
Companion 2: Hive Factory,~,伴生 2：蜂巢工厂
Companion 2: Humanity's Shield,~,伴生 2：人类之盾
Companion 2: Indomitus Crusade,~,伴生 2：不屈远征
Companion 2: Inspired Retribution,~,伴生 2：神启报复
Companion 2: Knights of Macragge,~,伴生 2：马库拉格骑士
Companion 2: Lead From the Front,~,伴生 2：身先士卒
Companion 2: Light Cover,~,伴生 2：轻型掩体
Companion 2: Master Tactician,~,伴生 2：战术大师
Companion 2: Master of Arcana,~,伴生 2：秘法大师
Companion 2: Master of Arms,~,伴生 2：兵械大师
Companion 2: Master of Battle,~,伴生 2：战斗大师
Companion 2: Master of the Fleet,~,伴生 2：舰队大师
Companion 2: No Mercy,~,伴生 2：绝不留情
Companion 2: No Respite,~,伴生 2：不得喘息
Companion 2: Oath of Moment,~,伴生 2：誓言时刻
Companion 2: Paragon of Ultramar,~,伴生 2：极限战士典范
Companion 2: Pariah Vanguard,~,伴生 2：弃儿先锋
Companion 2: Point-Blank Shot,~,伴生 2：抵近射击
Companion 2: Primarch of the XIII,~,伴生 2：第十三军团基因原体
Companion 2: Rapid Deployment,~,伴生 2：快速部署
Companion 2: Righteous Fury,~,伴生 2：正义之怒
Companion 2: Sacred Bolter,~,伴生 2：神圣爆弹枪
Companion 2: Scryer's Gaze,~,伴生 2：预言者的凝视
Companion 2: Shall Know No Fear,~,伴生 2：不知畏惧
Companion 2: Sheltered Location,~,伴生 2：隐蔽位置
Companion 2: Smite,~,伴生 2：天罚
Companion 2: Spear of Macragge,~,伴生 2：马库拉格之矛
Companion 2: Stormhawk Interception,~,伴生 2：风暴鹰拦截
Companion 2: Stormraven,~,伴生 2：风暴鸦
Companion 2: Supreme Strategist,~,伴生 2：至高战略家
Companion 2: Tactical Insight,~,伴生 2：战术洞察
Companion 2: The Chapter's Due,~,伴生 2：战团之偿
Companion 2: 7th Company Bike,~,伴生 2：第七连摩托
Companion 2: Attack Bike,~,伴生 2：攻击摩托
Companion 2: Brutalis Dreadnought,~,伴生 2：蛮横无畏机甲
Companion 2: Dreadnought,~,伴生 2：无畏机甲
Companion 2: Firestrike Servo Turret,~,伴生 2：火击伺服炮塔
Companion 2: Invictor Warsuit,~,伴生 2：无敌者机甲
Companion 2: Land Speeder,~,伴生 2：兰德飞车
Companion 2: Outrider,~,伴生 2：前哨骑兵
Companion 2: Predator Destructor,~,伴生 2：捕食者毁灭者
Companion 2: Primaris Impulsor,~,伴生 2：原铸脉冲装甲车
Companion 2: Primaris Invader,~,伴生 2：原铸入侵者
Companion 2: Redemptor Dreadnought,~,伴生 2：救赎者无畏机甲
Companion 2: Repulsor Executioner,~,伴生 2：处决者装甲车
Companion 2: Scout bike,~,伴生 2：侦察摩托
Companion 2: Storm Speeder Hailstrike,~,伴生 2：风暴速攻艇·雹击者
Companion 2: Stormtalon,~,伴生 2：风暴利爪
Companion 2: Valtus,~,伴生 2：瓦图斯
Companion 2: Whirlwind,~,伴生 2：旋风
Companion 2: Chaplain Letharius,~,伴生 2：牧师莱塔里乌斯
Companion 2: Marneus Calgar,~,伴生 2：马涅乌斯·卡尔加
Companion 2: Roboute Guilliman,~,伴生 2：罗伯特·基里曼
Companion 2: Uriel Ventris,~,伴生 2：乌列尔·文特里斯
Companion 2: Valius Paxor,~,伴生 2：瓦利乌斯·帕克索
Companion 2: Varro Tigurius,~,伴生 2：瓦罗·提古里乌斯
Companion 2: Assault Doctrine,~,伴生 2：突击教义
Companion 2: Devastator Doctrine,~,伴生 2：毁灭者教义
Companion 2: Tactical Doctrine,~,伴生 2：战术教义
Companion 2: Exemplary Warrior,~,伴生 2：模范战士
Companion 2: Predator Annihilator,~,伴生 2：捕食者歼灭者
Companion 2: Abaddon the Despoiler,~,伴生 2：掠夺者阿巴顿
Companion 2: Aspiring Champion,~,伴生 2：野心冠军
Companion 2: Black Legionary,~,伴生 2：黑色军团战士
Companion 2: Bringer of decay,~,伴生 2：腐朽使者
Companion 2: Chaos Legionary,~,伴生 2：混沌军团战士
Companion 2: Chaos Lord,~,伴生 2：混沌领主
Companion 2: Chaos Sergeant,~,伴生 2：混沌军士
Companion 2: Chaos Spawn,~,伴生 2：混沌卵
Companion 2: Chaos Terminator,~,伴生 2：混沌终结者
Companion 2: Child of Torment,~,伴生 2：折磨之子
Companion 2: Chosen Champion,~,伴生 2：神选冠军
Companion 2: Chosen,~,伴生 2：神选者
Companion 2: Daemon Blade Legionary,~,伴生 2：恶魔之刃军团战士
Companion 2: Dark Apostle,~,伴生 2：黑暗使徒
Companion 2: Dark Disciple,~,伴生 2：黑暗门徒
Companion 2: Ghallaron's Champion,~,伴生 2：加拉隆的冠军
Companion 2: Ghallaron's Disciple,~,伴生 2：加拉隆的门徒
Companion 2: Havoc Champion,~,伴生 2：破坏者冠军
Companion 2: Havoc,~,伴生 2：破坏者
Companion 2: Hound of Abaddon,~,伴生 2：阿巴顿猎犬
Companion 2: Iskandar Khayon,~,伴生 2：伊坎达尔·卡永
Companion 2: Khorne Berzerker,~,伴生 2：恐虐狂战士
Companion 2: Lheorvine Ukris,~,伴生 2：莱奥尔文·乌克里斯
Companion 2: Master of Executions,~,伴生 2：处刑大师
Companion 2: Master of Possession,~,伴生 2：附魔大师
Companion 2: Meltagun Legionary,~,伴生 2：热熔枪军团战士
Companion 2: Noise Marine,~,伴生 2：噪声战士
Companion 2: Obliterator,~,伴生 2：湮灭者
Companion 2: Plague Marine,~,伴生 2：瘟疫战士
Companion 2: Possessed Champion,~,伴生 2：附魔冠军
Companion 2: Possessed Marine,~,伴生 2：附魔战士
Companion 2: Rubric Marine,~,伴生 2：咒缚战士
Companion 2: Sorcerer,~,伴生 2：巫师
Companion 2: Terminator Champion,~,伴生 2：终结者冠军
Companion 2: Veteran Havoc,~,伴生 2：老兵破坏者
Companion 2: Veteran Legionary,~,伴生 2：老兵军团战士
Companion 2: Warp Talon,~,伴生 2：亚空间爪
Companion 2: Zealot Legionary,~,伴生 2：狂热者军团战士
Companion 2: Daemonic Feast,~,伴生 2：恶魔盛宴
Companion 2: Helfire Outburst,~,伴生 2：地狱火爆发
Companion 2: Warp Storm,~,伴生 2：亚空间风暴
Companion 2: Abaddons Chosen,~,伴生 2：阿巴顿神选
Companion 2: Bitter Blows,~,伴生 2：苦涩之击
Companion 2: Black Crusade,~,伴生 2：黑色远征
Companion 2: Daemonic Frenzy,~,伴生 2：恶魔狂暴
Companion 2: Daemonic Pact,~,伴生 2：恶魔契约
Companion 2: Dark Oratory,~,伴生 2：黑暗布道
Companion 2: Delightful Agonies,~,伴生 2：欢愉之痛
Companion 2: Diabolic Strength,~,伴生 2：恶魔之力
Companion 2: Disgustingly Resilient,~,伴生 2：恶心坚韧
Companion 2: Drachnyen,~,伴生 2：德拉赫尼恩
Companion 2: Execution,~,伴生 2：处决
Companion 2: Gifts of Chaos,~,伴生 2：混沌恩赐
Companion 2: Heldrake Strike,~,伴生 2：地狱飞龙突袭
Companion 2: Helfire Pit,~,伴生 2：地狱火坑
Companion 2: Helfire Torch,~,伴生 2：地狱火火炬
Companion 2: Helspear Assault,~,伴生 2：地狱之矛突击
Companion 2: Hideous Mutation,~,伴生 2：恐怖变异
Companion 2: Hosts of Chaos,~,伴生 2：混沌大军
Companion 2: Idolatrous Despoilers,~,伴生 2：偶像崇拜掠夺者
Companion 2: Infernal Gaze,~,伴生 2：地狱凝视
Companion 2: Legacy of Vengeance,~,伴生 2：复仇遗产
Companion 2: Litany of Despair,~,伴生 2：绝望祷文
Companion 2: Malicious Volleys,~,伴生 2：恶毒齐射
Companion 2: Khorne,~,伴生 2：恐虐
Companion 2: Nurgle,~,伴生 2：纳垢
Companion 2: Slaanesh,~,伴生 2：色孽
Companion 2: Tzeench,~,伴生 2：奸奇
Companion 2: Method to the Madness,~,伴生 2：疯狂自有章法
Companion 2: Murderous Desires,~,伴生 2：嗜杀欲望
Companion 2: Possession,~,伴生 2：附魔
Companion 2: Rites of Possession,~,伴生 2：附魔仪式
Companion 2: Skeins of Fate,~,伴生 2：命运丝线
Companion 2: Spawndom,~,伴生 2：混沌卵之域
Companion 2: Spreading Corruption,~,伴生 2：蔓延腐化
Companion 2: Throne of the Heretic,~,伴生 2：异端王座
Companion 2: Traitors Hate,~,伴生 2：叛徒之恨
Companion 2: Unhallowed Gifts,~,伴生 2：亵渎恩赐
Companion 2: Unholy Smite,~,伴生 2：亵渎重击
Companion 2: Warmaster,~,伴生 2：战争统帅
Companion 2: Accursed Helbrute,~,伴生 2：受诅地狱蛮兽
Companion 2: Helbrute,~,伴生 2：地狱蛮兽
Companion 2: Maulerfiend,~,伴生 2：蹂躏魔
Companion 2: Venomcrawler,~,伴生 2：毒液爬虫
Companion 2: Vex Machinator,~,伴生 2：维克·马奇内特
Companion 2: Haarken Worldclaimer,~,伴生 2：哈尔肯·夺世者
Companion 2: Sylar Hexcorn,~,伴生 2：赛拉尔·赫克科恩
Companion 2: Ghallaron the Pious,~,伴生 2：虔诚者加拉隆
Companion 2: Apothecary,~,伴生 2：医师
Companion 2: Bladeguard Veteran,~,伴生 2：剑卫老兵
Companion 2: Captain,~,伴生 2：队长
Companion 2: Chaplain,~,伴生 2：牧师
Companion 2: Company Champion,~,伴生 2：连队冠军
Companion 2: Company Master,~,伴生 2：连队队长
Companion 2: Company Veteran,~,伴生 2：连队老兵
Companion 2: Deathwing Champion,~,伴生 2：死翼冠军
Companion 2: Deathwing Knight Master,~,伴生 2：死翼骑士长
Companion 2: Deathwing Knight,~,伴生 2：死翼骑士
Companion 2: Deathwing Strikemaster,~,伴生 2：死翼打击大师
Companion 2: Deathwing Terminator,~,伴生 2：死翼终结者
Companion 2: Ezekiel,~,伴生 2：以西结
Companion 2: Inner Circle Companion,~,伴生 2：内环同伴
Companion 2: Intercessor,~,伴生 2：仲裁者
Companion 2: Interrogator Chaplain,~,伴生 2：审讯牧师
Companion 2: Librarian,~,伴生 2：智库
Companion 2: Master Lazarus,~,伴生 2：拉撒路大师
Companion 2: Reiver,~,伴生 2：掠夺者
Companion 2: Sergeant Naaman,~,伴生 2：纳曼军士
Companion 2: Techmarine,~,伴生 2：技术军士
Companion 2: Ancient Reliquary,~,伴生 2：圣物匣
Companion 2: Asteroid Zone,~,伴生 2：小行星区
Companion 2: Blacksword Missiles,~,伴生 2：黑剑导弹
Companion 2: Convoke the Circle,~,伴生 2：召集圆环
Companion 2: Covert Operation,~,伴生 2：秘密行动
Companion 2: Deadly Hunters,~,伴生 2：致命猎手
Companion 2: Deathwing Assault,~,伴生 2：死翼突袭
Companion 2: Defensive Turrets,~,伴生 2：防御炮塔
Companion 2: Desperate Mission,~,伴生 2：孤注一掷
Companion 2: Exemplar of Hate,~,伴生 2：憎恨典范
Companion 2: Fury of the Unforgiven,~,伴生 2：宽恕者之怒
Companion 2: Grim Effigy,~,伴生 2：肃穆雕像
Companion 2: Grim Resolve,~,伴生 2：钢铁决心
Companion 2: Hunt the Fallen,~,伴生 2：追猎堕落者
Companion 2: Inner Circle,~,伴生 2：内环
Companion 2: March of Vengeance,~,伴生 2：复仇进军
Companion 2: Martial Superiority,~,伴生 2：武力优势
Companion 2: Master Interromancer,~,伴生 2：审讯大师
Companion 2: Master of Manoeuvre,~,伴生 2：机动大师
Companion 2: Master of the Deathwing,~,伴生 2：死翼大师
Companion 2: None Must Know,~,伴生 2：无人知晓
Companion 2: Obscure Ritual,~,伴生 2：晦涩仪式
Companion 2: Plasma Generator,~,伴生 2：等离子发电机
Companion 2: Reconnaissance Mission,~,伴生 2：侦察任务
Companion 2: Rites of Penance,~,伴生 2：赎罪礼
Companion 2: Sacred Standard,~,伴生 2：神圣旗帜
Companion 2: Secret Agenda,~,伴生 2：隐秘议程
Companion 2: Smothering Decree,~,伴生 2：窒息敕令
Companion 2: Star Orbiting,~,伴生 2：环绕恒星
Companion 2: Steadfast Warriors,~,伴生 2：坚定战士
Companion 2: Stubborn Defiance,~,伴生 2：顽强抵抗
Companion 2: Supreme Grand Master,~,伴生 2：至高大师
Companion 2: The Rock,~,伴生 2：磐石
Companion 2: Unwavering Zeal,~,伴生 2：坚定狂热
Companion 2: Void Combat,~,伴生 2：虚空作战
Companion 2: Wages of Retribution,~,伴生 2：报应代价
Companion 2: Black Knight,~,伴生 2：黑骑士
Companion 2: Dark Talon,~,伴生 2：暗爪
Companion 2: Darkshroud,~,伴生 2：暗影笼罩
Companion 2: Land Speeder Vengeance,~,伴生 2：复仇者兰德飞车
Companion 2: Nephilim Jetfighter,~,伴生 2：尼非利姆喷气机
Companion 2: Ravenwing Ancient,~,伴生 2：渡鸦翼旗手
Companion 2: Ravenwing Bikes,~,伴生 2：渡鸦翼摩托
Companion 2: Ravenwing Champion,~,伴生 2：渡鸦翼冠军
Companion 2: Ravenwing Speeder,~,伴生 2：渡鸦翼飞车
Companion 2: Ravenwing Talonmaster,~,伴生 2：渡鸦翼队长
Companion 2: Repulsor,~,伴生 2：驱逐者
Companion 2: Sammael,~,伴生 2：萨玛尔
Companion 2: Unforgiven Redemptor,~,伴生 2：宽恕者救赎者
Companion 2: Asmodai,~,伴生 2：阿斯莫代
Companion 2: Azrael,~,伴生 2：阿兹瑞尔
Companion 2: Belial,~,伴生 2：贝利亚
Companion 2: Refuse to Yield,~,伴生 2：拒不退让
Companion 2: Assault Terminator,~,伴生 2：突击终结者
Companion 2: Chaplain Gabutheron,~,伴生 2：加布瑟隆牧师
Companion 2: Vengeful Brethren Bladeguard,~,伴生 2：复仇兄弟剑卫
Companion 2: Vengeful Brethren Hellblaster,~,伴生 2：复仇兄弟地狱火枪手
Companion 2: Vengeful Brethren Intercessor,~,伴生 2：复仇兄弟仲裁者
Companion 2: Watcher in the Dark,~,伴生 2：暗中守望者
Companion 2: Hunters of Heretics,~,伴生 2：异端猎手
Companion 2: Relic Munitions,~,伴生 2：圣物弹药
Companion 2: Vengeful Brethren,~,伴生 2：复仇兄弟
Companion 2: Ravenwing Ballistus Dreadnought,~,伴生 2：渡鸦翼弩炮无畏机甲
Companion 2: Master Zacharial,~,伴生 2：扎卡里尔大师
Companion 2: Master of Repentance,~,伴生 2：忏悔大师
Companion 2: Hellfire Torch,~,伴生 2：地狱火火炬
Companion 2: Hellfire Pit,~,伴生 2：地狱火坑
Companion 2: Alluress,~,伴生 2：魅惑者
Companion 2: Blissbringer,~,伴生 2：极乐使者
Companion 2: Daemonette,~,伴生 2：恶魔少女
Companion 2: Fiend,~,伴生 2：恶鬼
Companion 2: Slaanesh's Spawn,~,伴生 2：色孽之卵
Companion 2: Winged Daemon Prince,~,伴生 2：有翼恶魔亲王
Companion 2: Blastmaster Noise Marine,~,伴生 2：爆鸣者噪声战士
Companion 2: Disharmonist,~,伴生 2：失谐者
Companion 2: Dual Screamer Kakophonist,~,伴生 2：双重尖啸刺耳者
Companion 2: Flawless Blade Champion,~,伴生 2：无瑕之刃冠军
Companion 2: Flawless Blade,~,伴生 2：无瑕之刃
Companion 2: Glittering Myriad Infractor,~,伴生 2：绚丽万千违规者
Companion 2: Icon of Excess Infractor,~,伴生 2：放纵圣像违规者
Companion 2: Infractor Obsessionist,~,伴生 2：违规者痴迷者
Companion 2: Infractor,~,伴生 2：违规者
Companion 2: Konstrictus Tormentor,~,伴生 2：紧缚折磨者
Companion 2: Lord Exultant,~,伴生 2：狂喜领主
Companion 2: Lord Kakophonist,~,伴生 2：刺耳者领主
Companion 2: Malgarash the Adamant,~,伴生 2：马尔加拉什·坚毅者
Companion 2: Plasma Gun Tormentor,~,伴生 2：等离子枪折磨者
Companion 2: Rugged Disharmonist,~,伴生 2：粗犷失谐者
Companion 2: Slaanesh Sorcerer,~,伴生 2：色孽巫师
Companion 2: Sonic Blaster Noise Marine,~,伴生 2：音爆噪声战士
Companion 2: Threnodic Choir Flawless Blade,~,伴生 2：悲歌合唱团无瑕之刃
Companion 2: Threnodic Choir Flawless,~,伴生 2：悲歌合唱团无瑕者
Companion 2: Threnodic Choir Noise Marine,~,伴生 2：悲歌合唱团噪声战士
Companion 2: Tormentor Obsessionist,~,伴生 2：折磨者痴迷者
Companion 2: Tormentor,~,伴生 2：折磨者
Companion 2: Turyan Ghauze,~,伴生 2：图尔扬·高兹
Companion 2: Veteran Noise Marine,~,伴生 2：老兵噪声战士
Companion 2: Aural Hijack,~,伴生 2：听觉劫持
Companion 2: Empyric Rift,~,伴生 2：灵能裂隙
Companion 2: Stimm-Vents Leak,~,伴生 2：兴奋剂排气泄漏
Companion 2: Beautiful Death,~,伴生 2：美丽死亡
Companion 2: Carnival of Excess,~,伴生 2：纵欲狂欢
Companion 2: Chosen of Slaanesh,~,伴生 2：色孽选民
Companion 2: Coterie of the Conceited,~,伴生 2：自负者同盟
Companion 2: Dark Apparitions,~,伴生 2：黑暗幻影
Companion 2: Dark Prince´s Throne,~,伴生 2：黑暗王子王座
Companion 2: Duelist's Hubris (Lucius' Talent),~,伴生 2：决斗者的傲慢（卢修斯的天赋）
Companion 2: Antrak Silk,~,伴生 2：安特拉克丝
Companion 2: Heliotrophos,~,伴生 2：日光酮
Companion 2: Quail,~,伴生 2：鹌鹑
Companion 2: Shivversplint,~,伴生 2：颤刺
Companion 2: Skorflense,~,伴生 2：斯克芬斯
Companion 2: Xylocil,~,伴生 2：克西洛西尔
Companion 2: Embrace the Pain,~,伴生 2：拥抱痛苦
Companion 2: Eternal Servitude,~,伴生 2：永恒奴役
Companion 2: Euphoric Strike (Lord Exultant's Talent),~,伴生 2：狂喜重击（狂喜领主的天赋）
Companion 2: Excessive Vigour (Daemon Prince's Talent),~,伴生 2：过度活力（恶魔亲王的天赋）
Companion 2: Exquisite Swordsmanship,~,伴生 2：精湛剑术
Companion 2: Internal Rivalry,~,伴生 2：内部纷争
Companion 2: Mechanised Murder,~,伴生 2：机械杀戮
Companion 2: Mercurial Host,~,伴生 2：善变大军
Companion 2: Normal,~,伴生 2：普通
Companion 2: Peerless Bladesmen,~,伴生 2：绝世剑士
Companion 2: Plains of Excess,~,伴生 2：纵欲平原
Companion 2: Pledge to the Dark Prince,~,伴生 2：对黑暗王子的誓言
Companion 2: Quicksilver Grace,~,伴生 2：水银优雅
Companion 2: Rapid Evisceration,~,伴生 2：急速开膛
Companion 2: Rapturous Ruination,~,伴生 2：狂喜毁灭
Companion 2: Terrifying Crescendo,~,伴生 2：骇人渐强
